"","date","y"
"1152",2020-04-02,0
"1153",2020-04-03,0
"1154",2020-04-04,0
"1155",2020-04-05,0
"1156",2020-04-06,0
"1157",2020-04-07,0
"1158",2020-04-08,0
"1159",2020-04-09,0
"1160",2020-04-10,0
"1161",2020-04-11,0
"1162",2020-04-12,0
"1163",2020-04-13,0
"1164",2020-04-14,0
"1165",2020-04-15,0
"1166",2020-04-16,0
"1167",2020-04-17,0
"1168",2020-04-18,0
"1169",2020-04-19,0
"1170",2020-04-20,1
"1171",2020-04-21,0
"1172",2020-04-22,0
"1173",2020-04-23,1
"1174",2020-04-24,0
"1175",2020-04-25,0
"1176",2020-04-26,0
"1177",2020-04-27,0
"1178",2020-04-28,0
"1179",2020-04-29,0
"1180",2020-04-30,0
"1181",2020-05-01,0
"1182",2020-05-02,0
"1183",2020-05-03,0
"1184",2020-08-31,0
"1185",2020-09-01,0
"1186",2020-09-02,0
"1187",2020-09-03,0
"1188",2020-09-04,0
"1189",2020-09-05,0
"1190",2020-09-06,0
"1191",2020-09-07,0
"1192",2020-09-08,0
"1193",2020-09-09,0
"1194",2020-09-10,0
"1195",2020-09-11,0
"1196",2020-09-12,0
"1197",2020-09-13,0
"1198",2020-09-14,0
"1199",2020-09-15,0
"1200",2020-09-16,0
"1201",2020-09-17,0
"1202",2020-09-18,0
"1203",2020-09-19,0
"1204",2020-09-20,0
"1205",2020-09-21,0
"1206",2020-09-22,0
"1207",2020-09-23,0
"1208",2020-09-24,0
"1209",2020-09-25,0
"1210",2020-09-26,0
"1211",2020-09-27,0
"1212",2020-09-28,0
"1213",2020-09-29,0
"1214",2020-09-30,0
"1215",2020-10-01,0
"1216",2020-10-02,0
"1217",2020-10-03,0
"1218",2020-10-04,0
"1219",2020-10-05,0
"1220",2020-10-06,0
"1221",2020-10-07,0
"1222",2020-10-08,0
"1223",2020-10-09,0
"1224",2020-10-10,0
"1225",2020-10-11,0
"1226",2020-10-12,0
"1227",2020-10-13,0
"1228",2020-10-14,0
"1229",2020-10-15,0
"1230",2020-10-16,0
"1231",2020-10-17,0
"1232",2020-10-18,0
"1233",2020-10-19,0
"1234",2020-10-20,0
"1235",2020-10-21,0
"1236",2020-10-22,0
"1237",2020-10-23,0
"1238",2020-10-24,0
"1239",2020-10-25,0
"1240",2021-02-22,6
"1241",2021-02-23,8
"1242",2021-02-24,5
"1243",2021-02-25,3
"1244",2021-02-26,18
"1245",2021-02-27,23
"1246",2021-02-28,21
"1247",2021-03-01,11
"1248",2021-03-02,16
"1249",2021-03-03,2
"1250",2021-03-04,1
"1251",2021-03-05,1
"1252",2021-03-06,8
"1253",2021-03-07,0
"1254",2021-03-08,1
"1255",2021-03-09,3
"1256",2021-03-10,3
"1257",2021-03-11,1
"1258",2021-03-12,1
"1259",2021-03-13,0
"1260",2021-03-14,0
"1261",2021-03-15,4
"1262",2021-03-16,6
"1263",2021-03-17,2
"1264",2021-03-18,4
"1265",2021-03-19,1
"1266",2021-03-20,0
"1267",2021-03-21,1
"1268",2021-03-22,1
"1269",2021-03-23,8
"1270",2021-03-24,1
"1271",2021-03-25,3
"1272",2021-03-26,7
"1273",2021-03-27,1
"1274",2021-03-28,1
"1275",2021-03-29,0
"1276",2021-03-30,0
"1277",2021-03-31,0
"1278",2021-04-01,1
"1279",2021-04-02,2
"1280",2021-04-03,1
"1281",2021-04-04,0
"1282",2021-04-05,0
"1283",2021-04-06,0
"1284",2021-04-07,0
"1285",2021-04-08,0
"1286",2021-04-09,0
"1287",2021-04-10,0
"1288",2021-04-11,1
"1289",2021-04-12,1
"1290",2021-04-13,1
"1291",2021-04-14,0
"1292",2021-04-15,0
"1293",2021-04-16,0
"1294",2021-04-17,0
"1295",2021-04-18,0
"1296",2021-04-19,1
"1297",2021-04-20,0
"1298",2021-04-21,0
"1299",2021-04-22,1
"1300",2021-04-23,1
"1301",2021-04-24,0
"1302",2021-04-25,0
"1303",2021-04-26,0
"1304",2021-04-27,0
"1305",2021-04-28,0
"1306",2021-04-29,0
"1307",2021-04-30,0
"1308",2021-05-01,0
"1309",2021-05-02,0
"1310",2021-05-03,0
"1311",2021-05-04,0
"1312",2021-05-05,0
"1313",2021-05-06,0
"1314",2021-05-07,0
"1315",2021-05-08,0
"1316",2021-05-09,0
"1317",2021-05-10,0
"1318",2021-05-11,1
"1319",2021-05-12,0
"1320",2021-05-13,0
"1321",2021-05-14,0
"1322",2021-05-15,0
"1323",2021-05-16,0
"1324",2021-05-17,0
"1325",2021-05-18,0
"1326",2021-05-19,0
"1327",2021-05-20,0
"1328",2021-05-21,0
"1329",2021-05-22,0
"1330",2021-05-23,0
"1331",2021-05-24,0
"1332",2021-05-25,0
"1333",2021-05-26,0
"1334",2021-05-27,0
"1335",2021-05-28,0
"1336",2021-05-29,0
"1337",2021-05-30,0
"1338",2021-05-31,0
"1339",2021-06-01,0
"1340",2021-06-02,0
"1341",2021-06-03,0
"1342",2021-06-04,0
"1343",2021-06-05,0
"1344",2021-06-06,0
"1345",2021-06-07,0
"1346",2021-06-08,0
"1347",2021-06-09,0
"1348",2021-06-10,0
"1349",2021-06-11,0
"1350",2021-06-12,0
"1351",2021-06-13,0
"1352",2021-06-14,0
"1353",2021-06-15,0
"1354",2021-06-16,0
"1355",2021-06-17,0
"1356",2021-06-18,0
"1357",2021-06-19,0
"1358",2021-06-20,0
"1359",2021-06-21,0
"1360",2021-06-22,0
"1361",2021-06-23,0
"1362",2021-06-24,0
"1363",2021-06-25,0
"1364",2021-06-26,0
"1365",2021-06-27,0
"1366",2021-06-28,0
"1367",2021-06-29,0
"1368",2021-06-30,0
"1369",2021-07-01,0
"1370",2021-07-02,0
"1371",2021-07-03,0
"1372",2021-07-04,0
"1373",2021-07-05,0
"1374",2021-07-06,0
"1375",2021-07-07,0
"1376",2021-07-08,0
"1377",2021-07-09,0
"1378",2021-07-10,0
"1379",2021-07-11,0
"1380",2021-07-12,0
"1381",2021-07-13,0
"1382",2021-07-14,0
"1383",2021-07-15,0
"1384",2021-07-16,0
"1385",2021-07-17,0
"1386",2021-07-18,0
"1387",2021-07-19,0
"1388",2021-07-20,0
"1389",2021-07-21,0
"1390",2021-07-22,0
"1391",2021-07-23,0
"1392",2021-07-24,0
"1393",2021-07-25,0
"1394",2021-07-26,0
"1395",2021-07-27,0
"1396",2021-07-28,0
"1397",2021-07-29,0
"1398",2021-07-30,0
"1399",2021-07-31,0
"1400",2021-08-01,0
"1401",2021-08-02,0
"1402",2021-08-03,0
"1403",2021-08-04,0
"1404",2021-08-05,0
"1405",2021-08-06,0
"1406",2021-08-07,0
"1407",2021-08-08,0
"1408",2021-08-09,0
"1409",2021-08-10,0
"1410",2021-08-11,0
"1411",2021-08-12,0
"1412",2021-08-13,0
"1413",2021-08-14,0
"1414",2021-08-15,0
"1415",2021-08-16,0
"1416",2021-08-17,0
"1417",2021-08-18,0
"1418",2021-08-19,0
"1419",2021-08-20,0
"1420",2021-08-21,0
"1421",2021-08-22,0
"1422",2021-08-23,0
"1423",2021-08-24,0
"1424",2021-08-25,0
"1425",2021-08-26,0
"1426",2021-08-27,0
"1427",2021-08-28,0
"1428",2021-08-29,0
"1429",2021-08-30,0
"1430",2021-08-31,0
"1431",2021-09-01,0
"1432",2021-09-02,0
"1433",2021-09-03,0
"1434",2021-09-04,0
"1435",2021-09-05,0
"1436",2021-09-06,0
"1437",2021-09-07,0
"1438",2021-09-08,0
"1439",2021-09-09,0
"1440",2021-09-10,0
"1441",2021-09-11,0
"1442",2021-09-12,0
"1443",2021-09-13,0
"1444",2021-09-14,0
"1445",2021-09-15,0
"1446",2021-09-16,0
"1447",2021-09-17,0
"1448",2021-09-18,0
"1449",2021-09-19,0
"1450",2021-09-20,0
"1451",2021-09-21,0
"1452",2021-09-22,0
"1453",2021-09-23,0
"1454",2021-09-24,0
"1455",2021-09-25,0
"1456",2021-09-26,0
"1457",2021-09-27,0
"1458",2021-09-28,0
"1459",2021-09-29,0
"1460",2021-09-30,0
"1461",2021-10-01,0
"1462",2021-10-02,0
"1463",2021-10-03,0
"1464",2021-10-04,0
"1465",2021-10-05,0
"1466",2021-10-06,0
"1467",2021-10-07,0
"1468",2021-10-08,0
"1469",2021-10-09,0
"1470",2021-10-10,0
"1471",2021-10-11,0
"1472",2021-10-12,0
"1473",2021-10-13,0
"1474",2021-10-14,0
"1475",2021-10-15,0
"1476",2021-10-16,0
"1477",2021-10-17,0
"1478",2021-10-18,0
"1479",2021-10-19,0
"1480",2021-10-20,0
"1481",2021-10-21,0
"1482",2021-10-22,0
"1483",2021-10-23,0
"1484",2021-10-24,0
"1485",2021-10-25,0
"1486",2021-10-26,0
"1487",2021-10-27,0
"1488",2021-10-28,0
"1489",2021-10-29,0
"1490",2021-10-30,0
"1491",2021-10-31,0
"1492",2022-02-07,3
"1493",2022-02-08,21
"1494",2022-02-09,29
"1495",2022-02-10,67
"1496",2022-02-11,150
"1497",2022-02-12,13
"1498",2022-02-13,10
"1499",2022-02-14,1
"1500",2022-02-15,29
"1501",2022-02-16,14
"1502",2022-02-17,528
"1503",2022-02-18,91
"1504",2022-02-19,110
"1505",2022-02-20,10
"1506",2022-02-21,27
"1507",2022-02-22,37
"1508",2022-02-23,51
"1509",2022-02-24,76
"1510",2022-02-25,67
"1511",2022-02-26,24
"1512",2022-02-27,53
"1513",2022-02-28,13
"1514",2022-03-01,13
"1515",2022-03-02,14
"1516",2022-03-03,12
"1517",2022-03-04,27
"1518",2022-03-05,14
"1519",2022-03-06,20
"1520",2022-03-07,9
"1521",2022-03-08,18
"1522",2022-03-09,31
"1523",2022-03-10,11
"1524",2022-03-11,3
"1525",2022-03-12,14
"1526",2022-03-13,5
"1527",2022-03-14,7
"1528",2022-03-15,6
"1529",2022-03-16,9
"1530",2022-03-17,2
"1531",2022-03-18,6
"1532",2022-03-19,14
"1533",2022-03-20,2
"1534",2022-03-21,9
"1535",2022-03-22,22
"1536",2022-03-23,18
"1537",2022-03-24,9
"1538",2022-03-25,22
"1539",2022-03-26,24
"1540",2022-03-27,8
"1541",2022-03-28,3
"1542",2022-03-29,9
"1543",2022-03-30,6
"1544",2022-03-31,3
"1545",2022-04-01,7
"1546",2022-04-02,1
"1547",2022-04-03,0
"1548",2022-04-11,0
"1549",2022-04-12,3
"1550",2022-04-13,1
"1551",2022-04-14,0
"1552",2022-04-15,0
"1553",2022-04-16,0
"1554",2022-04-17,2
"1555",2022-04-18,1
"1556",2022-04-19,1
"1557",2022-04-20,0
"1558",2022-04-21,1
"1559",2022-04-22,0
"1560",2022-04-23,0
"1561",2022-04-24,0
"1562",2022-04-25,0
"1563",2022-04-26,1
"1564",2022-04-27,0
"1565",2022-04-28,0
"1566",2022-04-29,0
"1567",2022-04-30,0
"1568",2022-05-01,1
"1569",2022-05-02,0
"1570",2022-05-03,0
"1571",2022-05-04,1
"1572",2022-05-05,0
"1573",2022-05-06,0
"1574",2022-05-07,0
"1575",2022-05-08,0
"1576",2022-05-09,0
"1577",2022-05-10,0
"1578",2022-05-11,0
"1579",2022-05-12,0
"1580",2022-05-13,0
"1581",2022-05-14,0
"1582",2022-05-15,0
"1583",2022-05-16,1
"1584",2022-05-17,1
"1585",2022-05-18,0
"1586",2022-05-19,0
"1587",2022-05-20,0
"1588",2022-05-21,1
"1589",2022-05-22,0
"1590",2022-05-23,0
"1591",2022-05-24,0
"1592",2022-05-25,0
"1593",2022-05-26,0
"1594",2022-05-27,0
"1595",2022-05-28,0
"1596",2022-05-29,0
"1597",2022-05-30,0
"1598",2022-05-31,0
"1599",2022-06-01,0
"1600",2022-06-02,0
"1601",2022-06-03,0
"1602",2022-06-04,0
"1603",2022-06-05,0
"1604",2022-06-06,0
"1605",2022-06-07,0
"1606",2022-06-08,0
"1607",2022-06-09,0
"1608",2022-06-10,0
"1609",2022-06-11,0
"1610",2022-06-12,0
"1611",2022-06-13,0
"1612",2022-06-14,0
"1613",2022-06-15,0
"1614",2022-06-16,0
"1615",2022-06-17,0
"1616",2022-06-18,0
"1617",2022-06-19,0
"1618",2022-06-20,0
"1619",2022-06-21,0
"1620",2022-06-22,0
"1621",2022-06-23,0
"1622",2022-06-24,0
"1623",2022-06-25,0
"1624",2022-06-26,0
"1625",2022-06-27,0
"1626",2022-06-28,0
"1627",2022-06-29,0
"1628",2022-06-30,0
"1629",2022-07-01,0
"1630",2022-07-02,0
"1631",2022-07-03,0
"1632",2022-07-04,0
"1633",2022-07-05,0
"1634",2022-07-06,0
"1635",2022-07-07,0
"1636",2022-07-08,0
"1637",2022-07-09,0
"1638",2022-07-10,0
"1639",2022-07-11,0
"1640",2022-07-12,0
"1641",2022-07-13,0
"1642",2022-07-14,0
"1643",2022-07-15,0
"1644",2022-07-16,0
"1645",2022-07-17,0
"1646",2022-07-18,0
"1647",2022-07-19,0
"1648",2022-07-20,0
"1649",2022-07-21,0
"1650",2022-07-22,0
"1651",2022-07-23,0
"1652",2022-07-24,0
"1653",2022-07-25,0
"1654",2022-07-26,0
"1655",2022-07-27,0
"1656",2022-07-28,0
"1657",2022-07-29,0
"1658",2022-07-30,0
"1659",2022-07-31,0
"1660",2022-08-01,0
"1661",2022-08-02,0
"1662",2022-08-03,0
"1663",2022-08-04,0
"1664",2022-08-05,0
"1665",2022-08-06,0
"1666",2022-08-07,0
"1667",2022-08-08,0
"1668",2022-08-09,0
"1669",2022-08-10,0
"1670",2022-08-11,0
"1671",2022-08-12,0
"1672",2022-08-13,0
"1673",2022-08-14,0
"1674",2022-08-15,0
"1675",2022-08-16,0
"1676",2022-08-17,0
"1677",2022-08-18,0
"1678",2022-08-19,0
"1679",2022-08-20,0
"1680",2022-08-21,0
"1681",2022-08-22,0
"1682",2022-08-23,0
"1683",2022-08-24,0
"1684",2022-08-25,0
"1685",2022-08-26,0
"1686",2022-08-27,0
"1687",2022-08-28,0
"1688",2022-09-05,0
"1689",2022-09-06,0
"1690",2022-09-07,0
"1691",2022-09-08,0
"1692",2022-09-09,0
"1693",2022-09-10,0
"1694",2022-09-11,0
"1695",2022-09-12,0
"1696",2022-09-13,0
"1697",2022-09-14,0
"1698",2022-09-15,0
"1699",2022-09-16,0
"1700",2022-09-17,0
"1701",2022-09-18,0
"1702",2022-09-19,0
"1703",2022-09-20,0
"1704",2022-09-21,0
"1705",2022-09-22,0
"1706",2022-09-23,0
"1707",2022-09-24,0
"1708",2022-09-25,0
"1709",2022-09-26,0
"1710",2022-09-27,0
"1711",2022-09-28,0
"1712",2022-09-29,0
"1713",2022-09-30,0
"1714",2022-10-01,0
"1715",2022-10-02,0
"1716",2022-10-03,0
"1717",2022-10-04,0
"1718",2022-10-05,0
"1719",2022-10-06,0
"1720",2022-10-07,0
"1721",2022-10-08,0
"1722",2022-10-09,0
"1723",2022-10-10,0
"1724",2022-10-11,0
"1725",2022-10-12,0
"1726",2022-10-13,0
"1727",2022-10-14,0
"1728",2022-10-15,0
"1729",2022-10-16,0
"1730",2022-10-17,0
"1731",2022-10-18,0
"1732",2022-10-19,0
"1733",2022-10-20,0
"1734",2022-10-21,0
"1735",2022-10-22,0
"1736",2022-10-23,0
"1737",2022-10-24,0
"1738",2022-10-25,0
"1739",2022-10-26,0
"1740",2022-10-27,0
"1741",2022-10-28,0
"1742",2022-10-29,0
"1743",2022-10-30,0
"1744",2023-02-06,0
"1745",2023-02-07,1
"1746",2023-02-08,0
"1747",2023-02-09,2
"1748",2023-02-10,0
"1749",2023-02-11,1
"1750",2023-02-12,1
"1751",2023-02-13,3
"1752",2023-02-14,2
"1753",2023-02-15,2
"1754",2023-02-16,0
"1755",2023-02-17,0
"1756",2023-02-18,2
"1757",2023-02-19,2
"1758",2023-02-20,15
"1759",2023-02-21,78
"1760",2023-02-22,12
"1761",2023-02-23,8
"1762",2023-02-24,40
"1763",2023-02-25,5
"1764",2023-02-26,30
"1765",2023-02-27,1
"1766",2023-02-28,1
"1767",2023-03-01,1
"1768",2023-03-02,6
"1769",2023-03-03,2
"1770",2023-03-04,7
"1771",2023-03-05,22
"1772",2023-03-06,4
"1773",2023-03-07,1
"1774",2023-03-08,8
"1775",2023-03-09,8
"1776",2023-03-10,3
"1777",2023-03-11,8
"1778",2023-03-12,7
"1779",2023-03-13,3
"1780",2023-03-14,3
"1781",2023-03-15,9
"1782",2023-03-16,5
"1783",2023-03-17,16
"1784",2023-03-18,1
"1785",2023-03-19,0
"1786",2023-03-20,5
"1787",2023-03-21,5
"1788",2023-03-22,2
"1789",2023-03-23,1
"1790",2023-03-24,5
"1791",2023-03-25,4
"1792",2023-03-26,1
"1793",2023-03-27,3
"1794",2023-03-28,1
"1795",2023-03-29,0
"1796",2023-03-30,0
"1797",2023-03-31,0
"1798",2023-04-01,0
"1799",2023-04-02,0
"1800",2023-04-03,2
"1801",2023-04-04,1
"1802",2023-04-05,0
"1803",2023-04-06,1
"1804",2023-04-07,0
"1805",2023-04-08,0
"1806",2023-04-09,0
"1807",2023-04-10,2
"1808",2023-04-11,2
"1809",2023-04-12,0
"1810",2023-04-13,1
"1811",2023-04-14,0
"1812",2023-04-15,1
"1813",2023-04-16,1
"1814",2023-04-17,0
"1815",2023-04-18,0
"1816",2023-04-19,0
"1817",2023-04-20,0
"1818",2023-04-21,0
"1819",2023-04-22,0
"1820",2023-04-23,0
"1821",2023-04-24,0
"1822",2023-04-25,0
"1823",2023-04-26,0
"1824",2023-04-27,0
"1825",2023-04-28,0
"1826",2023-04-29,0
"1827",2023-04-30,0
"1828",2023-05-01,0
"1829",2023-05-02,0
"1830",2023-05-03,0
"1831",2023-05-04,0
"1832",2023-05-05,0
"1833",2023-05-06,0
"1834",2023-05-07,0
"1835",2023-05-08,0
"1836",2023-05-09,0
"1837",2023-05-10,0
"1838",2023-05-11,0
"1839",2023-05-12,0
"1840",2023-05-13,0
"1841",2023-05-14,0
"1842",2023-05-15,0
"1843",2023-05-16,0
"1844",2023-05-17,0
"1845",2023-05-18,0
"1846",2023-05-19,0
"1847",2023-05-20,0
"1848",2023-05-21,0
"1849",2023-05-22,0
"1850",2023-05-23,0
"1851",2023-05-24,0
"1852",2023-05-25,0
"1853",2023-05-26,0
"1854",2023-05-27,0
"1855",2023-05-28,0
"1856",2023-05-29,0
"1857",2023-05-30,0
"1858",2023-05-31,0
"1859",2023-06-01,0
"1860",2023-06-02,0
"1861",2023-06-03,0
"1862",2023-06-04,0
"1863",2023-06-05,0
"1864",2023-06-06,0
"1865",2023-06-07,0
"1866",2023-06-08,0
"1867",2023-06-09,0
"1868",2023-06-10,0
"1869",2023-06-11,0
"1870",2023-06-12,0
"1871",2023-06-13,0
"1872",2023-06-14,0
"1873",2023-06-15,0
"1874",2023-06-16,0
"1875",2023-06-17,0
"1876",2023-06-18,0
"1877",2023-06-19,0
"1878",2023-06-20,0
"1879",2023-06-21,0
"1880",2023-06-22,0
"1881",2023-06-23,0
"1882",2023-06-24,0
"1883",2023-06-25,0
"1884",2023-06-26,0
"1885",2023-06-27,0
"1886",2023-06-28,0
"1887",2023-06-29,0
"1888",2023-06-30,0
"1889",2023-07-01,0
"1890",2023-07-02,0
"1891",2023-07-03,0
"1892",2023-07-04,0
"1893",2023-07-05,0
"1894",2023-07-06,0
"1895",2023-07-07,0
"1896",2023-07-08,0
"1897",2023-07-09,0
"1898",2023-07-10,0
"1899",2023-07-11,0
"1900",2023-07-12,0
"1901",2023-07-13,0
"1902",2023-07-14,0
"1903",2023-07-15,0
"1904",2023-07-16,0
"1905",2023-07-31,0
"1906",2023-08-01,0
"1907",2023-08-02,0
"1908",2023-08-03,0
"1909",2023-08-04,0
"1910",2023-08-05,0
"1911",2023-08-06,0
"1912",2023-08-07,0
"1913",2023-08-08,0
"1914",2023-08-09,0
"1915",2023-08-10,0
"1916",2023-08-11,0
"1917",2023-08-12,0
"1918",2023-08-13,0
"1919",2023-08-14,0
"1920",2023-08-15,0
"1921",2023-08-16,0
"1922",2023-08-17,0
"1923",2023-08-18,0
"1924",2023-08-19,0
"1925",2023-08-20,0
"1926",2023-08-21,0
"1927",2023-08-22,0
"1928",2023-08-23,0
"1929",2023-08-24,0
"1930",2023-08-25,0
"1931",2023-08-26,0
"1932",2023-08-27,0
"1933",2023-08-28,0
"1934",2023-08-29,0
"1935",2023-08-30,0
"1936",2023-08-31,0
"1937",2023-09-01,0
"1938",2023-09-02,0
"1939",2023-09-03,0
"1940",2023-09-04,0
"1941",2023-09-05,0
"1942",2023-09-06,0
"1943",2023-09-07,0
"1944",2023-09-08,0
"1945",2023-09-09,0
"1946",2023-09-10,0
"1947",2023-09-11,0
"1948",2023-09-12,0
"1949",2023-09-13,0
"1950",2023-09-14,0
"1951",2023-09-15,0
"1952",2023-09-16,0
"1953",2023-09-17,0
"1954",2023-09-18,0
"1955",2023-09-19,0
"1956",2023-09-20,0
"1957",2023-09-21,0
"1958",2023-09-22,0
"1959",2023-09-23,0
"1960",2023-09-24,0
"1961",2023-09-25,0
"1962",2023-09-26,0
"1963",2023-09-27,0
"1964",2023-09-28,0
"1965",2023-09-29,0
"1966",2023-09-30,0
"1967",2023-10-01,0
"1968",2023-10-02,0
"1969",2023-10-03,0
"1970",2023-10-04,0
"1971",2023-10-05,0
"1972",2023-10-06,0
"1973",2023-10-07,0
"1974",2023-10-08,0
"1975",2023-10-09,0
"1976",2023-10-10,1
"1977",2023-10-11,0
"1978",2023-10-12,0
"1979",2023-10-13,0
"1980",2023-10-14,0
"1981",2023-10-15,0
"1982",2023-10-16,0
"1983",2023-10-17,0
"1984",2023-10-18,0
"1985",2023-10-19,0
"1986",2023-10-20,0
"1987",2023-10-21,0
"1988",2023-10-22,0
"1989",2023-10-23,0
"1990",2023-10-24,0
"1991",2023-10-25,0
"1992",2023-10-26,0
"1993",2023-10-27,0
"1994",2023-10-28,0
"1995",2023-10-29,0
"1996",2023-10-30,0
"1997",2023-10-31,0
"1998",2023-11-01,0
"1999",2024-02-12,25
"2000",2024-02-13,112
"2001",2024-02-14,190
"2002",2024-02-15,229
"2003",2024-02-16,46
"2004",2024-02-17,32
"2005",2024-02-18,95
"2006",2024-02-19,28
"2007",2024-02-20,1
"2008",2024-02-21,4
"2009",2024-02-22,1
"2010",2024-02-23,2
"2011",2024-02-24,1
"2012",2024-02-25,3
"2013",2024-02-26,4
"2014",2024-02-27,2
"2015",2024-02-28,2
"2016",2024-02-29,1
"2017",2024-03-01,2
"2018",2024-03-02,2
"2019",2024-03-03,4
"2020",2024-03-04,8
"2021",2024-03-05,12
"2022",2024-03-06,6
"2023",2024-03-07,1
"2024",2024-03-08,1
"2025",2024-03-09,4
"2026",2024-03-10,7
"2027",2024-03-11,8
"2028",2024-03-12,1
"2029",2024-03-13,4
"2030",2024-03-14,5
"2031",2024-03-15,2
"2032",2024-03-16,2
"2033",2024-03-17,2
"2034",2024-03-18,4
"2035",2024-03-19,1
"2036",2024-03-20,0
"2037",2024-03-21,1
"2038",2024-03-22,0
"2039",2024-03-23,5
"2040",2024-03-24,0
"2041",2024-03-25,5
"2042",2024-03-26,3
"2043",2024-03-27,1
"2044",2024-03-28,1
"2045",2024-03-29,0
"2046",2024-03-30,1
"2047",2024-03-31,2
"2048",2024-04-01,1
"2049",2024-04-02,1
"2050",2024-04-03,1
"2051",2024-04-04,1
"2052",2024-04-05,2
"2053",2024-04-06,0
"2054",2024-04-07,0
"2055",2024-04-15,1
"2056",2024-04-16,3
"2057",2024-04-17,2
"2058",2024-04-18,0
"2059",2024-04-19,0
"2060",2024-04-20,0
"2061",2024-04-21,1
"2062",2024-04-22,0
"2063",2024-04-23,1
"2064",2024-04-24,1
"2065",2024-04-25,0
"2066",2024-04-26,0
"2067",2024-04-27,0
"2068",2024-04-28,0
"2069",2024-04-29,0
"2070",2024-04-30,1
"2071",2024-05-01,0
"2072",2024-05-02,1
"2073",2024-05-03,0
"2074",2024-05-04,0
"2075",2024-05-05,1
"2076",2024-05-06,1
"2077",2024-05-07,0
"2078",2024-05-08,0
"2079",2024-05-09,0
"2080",2024-05-10,0
"2081",2024-05-11,0
"2082",2024-05-12,0
"2083",2024-05-13,1
"2084",2024-05-14,0
"2085",2024-05-15,0
"2086",2024-05-16,0
"2087",2024-05-17,0
"2088",2024-05-18,0
"2089",2024-05-19,0
"2090",2024-05-20,0
"2091",2024-05-21,0
"2092",2024-05-22,0
"2093",2024-05-23,0
"2094",2024-05-24,1
"2095",2024-05-25,3
"2096",2024-05-26,1
"2097",2024-05-27,0
"2098",2024-05-28,0
"2099",2024-05-29,0
"2100",2024-05-30,0
"2101",2024-05-31,0
"2102",2024-06-01,0
"2103",2024-06-02,0
"2104",2024-06-03,0
"2105",2024-06-04,0
"2106",2024-06-05,0
"2107",2024-06-06,0
"2108",2024-06-07,0
"2109",2024-06-08,0
"2110",2024-06-09,0
"2111",2024-06-10,0
"2112",2024-06-11,0
"2113",2024-06-12,0
"2114",2024-06-13,0
"2115",2024-06-14,0
"2116",2024-06-15,0
"2117",2024-06-16,0
"2118",2024-06-17,0
"2119",2024-06-18,0
"2120",2024-06-19,0
"2121",2024-06-20,0
"2122",2024-06-21,0
"2123",2024-06-22,0
"2124",2024-06-23,0
"2125",2024-06-24,0
"2126",2024-06-25,0
"2127",2024-06-26,0
"2128",2024-06-27,0
"2129",2024-06-28,0
"2130",2024-06-29,0
"2131",2024-06-30,0
"2132",2024-07-01,0
"2133",2024-07-02,0
"2134",2024-07-03,0
"2135",2024-07-04,0
"2136",2024-07-05,0
"2137",2024-07-06,0
"2138",2024-07-07,0
"2139",2024-07-08,0
"2140",2024-07-09,0
"2141",2024-07-10,0
"2142",2024-07-11,0
"2143",2024-07-12,0
"2144",2024-07-13,0
"2145",2024-07-14,0
"2146",2024-07-15,0
"2147",2024-07-16,0
"2148",2024-07-17,0
"2149",2024-07-18,0
"2150",2024-07-19,0
"2151",2024-07-20,1
"2152",2024-07-21,1
"2153",2024-07-22,0
"2154",2024-07-23,0
"2155",2024-07-24,0
"2156",2024-07-25,0
"2157",2024-07-26,0
"2158",2024-07-27,0
"2159",2024-07-28,0
